"This file contains political files uploaded by WPVI-TV during the years 2014 as of 2014-11-19 23:16:55.019030. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is ABC, INC.. FCC records give the rfChannel as 6, virtualChannel as 6 and network affiiliate as ABC."
order_number,revision,product,flight_date_start,flight_date_end,advertiser,original_date,revision_date,agency_name,demographic,spots,gross,contract_type,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
44867,,MARJORIE 2014,05/14/14,05/15/14,Marjorie For Congress,05/13/14,05/13/14,"Hulsen Media Services, LLC",Adults 35+,10,"$17,800.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Marjorie%20Margolies%20for%20Congress/Marjorie%20Margolies%2044867%20Rev%200%20%2814001008013725%29.pdf,2014-05-14 16:53:00,WPVI-TV,125.32 Kb,14001008013725,pdfs/14001008013725.pdf,txts/14001008013725.txt,no,ReportBuilder,,no,,128327 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed May 14 11:57:04 2014,3
63183,,FITZPATRICK FOR CONGRESS,10/06/14,10/31/14,Fitzpatrick for Congress,10/07/14,10/07/14,Strategic Media Placement,Adults 35+,87,"$235,300.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Mike%20Fitzpatrick%20for%20Congress/Mike%20Fitzpatrick%20for%20Congress%2063183%20Rev%200%20%2814127149209181%29.pdf,2014-10-07 16:48:00,WPVI-TV,180.59 Kb,14127149209181,pdfs/14127149209181.pdf,txts/14127149209181.txt,no,ReportBuilder,,no,,184927 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct  7 16:22:47 2014,5
63183,1,FITZPATRICK FOR CONGRESS,10/06/14,10/31/14,Fitzpatrick for Congress,10/07/14,10/21/14,Strategic Media Placement,Adults 35+,73,"$208,300.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Mike%20Fitzpatrick%20for%20Congress/Mike%20Fitzpatrick%20for%20Congress%2063183%20Rev%201%20%2814139238095638%29.pdf,2014-10-21 16:36:00,WPVI-TV,180.13 Kb,14139238095638,pdfs/14139238095638.pdf,txts/14139238095638.txt,no,ReportBuilder,,no,,184457 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 21 15:12:59 2014,5
63183,3,FITZPATRICK FOR CONGRESS.,10/06/14,10/31/14,Fitzpatrick for Congress,10/07/14,11/19/14,Strategic Media Placement,Adults 35+,71,"$203,300.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Mike%20Fitzpatrick%20for%20Congress/Mike%20Fitzpatrick%20for%20Congress%2063183%20Rev%203%20%2814164344621433%29.pdf,2014-11-19 17:01:00,WPVI-TV,184.90 Kb,14164344621433,pdfs/14164344621433.pdf,txts/14164344621433.txt,no,ReportBuilder,,no,,189336 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Nov 19 16:32:56 2014,5
63435,,RYAN COSTELLO FOR CONGRESS,10/10/14,10/23/14,"Costello for Congress, Ryan",10/09/14,10/09/14,Strategic Media Placement,Adults 35+,43,"$91,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Ryan%20Costello%20for%20Congress/Ryan%20Costello%20for%20Congress%2063435%20Rev%201%20%2814129711359386%29.pdf,2014-10-10 15:58:00,WPVI-TV,150.79 Kb,14129711359386,pdfs/14129711359386.pdf,txts/14129711359386.txt,no,ReportBuilder,,no,,154410 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Oct 10 09:58:55 2014,4
65227,,RYAN COSTELLO FOR CONGRESS,10/24/14,10/28/14,"Costello for Congress, Ryan",10/23/14,10/23/14,Strategic Media Placement,Adults 35+,13,"$25,150.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Ryan%20Costello%20for%20Congress/Ryan%20Costello%20for%20Congress%2065227%20Rev%200%20%2814140929527685%29.pdf,2014-10-23 15:35:00,WPVI-TV,149.35 Kb,14140929527685,pdfs/14140929527685.pdf,txts/14140929527685.txt,no,ReportBuilder,,no,,152934 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu Oct 23 15:21:37 2014,4
65603,,RYAN COSTELLO FOR CONGRESS,10/29/14,11/04/14,"Costello for Congress, Ryan",10/28/14,10/28/14,Strategic Media Placement,Adults 35+,18,"$43,700.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Ryan%20Costello%20for%20Congress/Ryan%20Costello%20for%20Congress%2065603%20Rev%200%20%2814145286001598%29.pdf,2014-10-28 16:36:00,WPVI-TV,149.96 Kb,14145286001598,pdfs/14145286001598.pdf,txts/14145286001598.txt,no,ReportBuilder,,no,,153562 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue Oct 28 15:40:50 2014,4
42321,,FRIENDS OF VAL ARKOOSH,05/12/14,05/25/14,"Arkoosh, Friends of Val",04/16/14,04/16/14,Adelstein/Liston,Adults 35+,75,"$167,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2042321%20Rev%200%20%2813978366883200%29.pdf,2014-04-18 11:58:00,WPVI-TV,204.33 Kb,13978366883200,pdfs/13978366883200.pdf,txts/13978366883200.txt,no,ReportBuilder,,no,,209238 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Apr 16 12:46:28 2014,6
42321,1,FRIENDS OF VAL ARKOOSH,05/12/14,05/25/14,"Arkoosh, Friends of Val",04/16/14,04/16/14,Adelstein/Liston,Adults 35+,75,"$167,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2042321%20Rev%201%20%2813978366764365%29.pdf,2014-04-18 11:57:00,WPVI-TV,204.34 Kb,13978366764365,pdfs/13978366764365.pdf,txts/13978366764365.txt,no,ReportBuilder,,no,,209240 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed Apr 16 17:05:06 2014,6
42321,2,FRIENDS OF VAL ARKOOSH,05/12/14,05/20/14,"Arkoosh, Friends of Val",04/16/14,04/21/14,Adelstein/Liston,Adults 35+,75,"$167,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2042321%20Rev%202%20%2814000142794657%29.pdf,2014-05-13 16:51:00,WPVI-TV,206.61 Kb,14000142794657,pdfs/14000142794657.pdf,txts/14000142794657.txt,no,ReportBuilder,,no,,211571 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 13 12:13:48 2014,6
42321,3,FRIENDS OF VAL ARKOOSH,05/12/14,05/20/14,"Arkoosh, Friends of Val",04/16/14,05/12/14,Adelstein/Liston,Adults 35+,75,"$167,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2042321%20Rev%203%20%2814000143023392%29.pdf,2014-05-13 16:51:00,WPVI-TV,204.31 Kb,14000143023392,pdfs/14000143023392.pdf,txts/14000143023392.txt,no,ReportBuilder,,no,,209216 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May 13 12:02:48 2014,6
42321,4,FRIENDS OF VAL ARKOOSH,05/12/14,05/20/14,"Arkoosh, Friends of Val",04/16/14,05/16/14,Adelstein/Liston,Adults 35+,78,"$171,450.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2042321%20Rev%204%20%2814002700927587%29.pdf,2014-05-16 15:54:00,WPVI-TV,205.20 Kb,14002700927587,pdfs/14002700927587.pdf,txts/14002700927587.txt,no,ReportBuilder,,no,,210125 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri May 16 08:50:39 2014,6
43435,,FRIENDS OF VAL ARKOOSH,04/28/14,05/04/14,"Arkoosh, Friends of Val",04/25/14,04/25/14,Adelstein/Liston,Adults 35+,43,"$85,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2043435%20Rev%200%20%2813987018898317%29.pdf,2014-04-28 12:18:00,WPVI-TV,153.16 Kb,13987018898317,pdfs/13987018898317.pdf,txts/13987018898317.txt,no,ReportBuilder,,no,,156840 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri Apr 25 17:03:43 2014,4
43446,,FRIENDS OF VAL ARKOOSH,05/05/14,05/11/14,"Arkoosh, Friends of Val",04/25/14,04/28/14,Adelstein/Liston,Adults 35+,15,"$36,550.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2043446%20Rev%200%20%2813987018982931%29.pdf,2014-04-28 12:18:00,WPVI-TV,148.85 Kb,13987018982931,pdfs/13987018982931.pdf,txts/13987018982931.txt,no,ReportBuilder,,no,,152427 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Apr 28 09:27:19 2014,4
44038,,FRIENDS OF VAL ARKOOSH,05/05/14,05/11/14,"Arkoosh, Friends of Val",05/02/14,05/02/14,Adelstein/Liston,Adults 35+,20,"$39,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20House/PA/Valerie%20Arkosh%20for%20Congress/Valerie%20Arkoosh%2044038%20Rev%200%20%2813993019220550%29.pdf,2014-05-05 10:58:00,WPVI-TV,150.70 Kb,13993019220550,pdfs/13993019220550.pdf,txts/13993019220550.txt,no,ReportBuilder,,no,,154313 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon May  5 09:40:25 2014,4
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2062032%20Rev%200%20%2814120230934447%29.pdf,2014-09-29 16:38:00,WPVI-TV,206.72 Kb,14120230934447,pdfs/14120230934447.pdf,txts/14120230934447.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,211677 bytes,yes,1.4,,792 x 612 pts (letter),Mon Sep 29 16:32:34 2014,2
62032,1,9/30-10/6/14,09/30/14,10/06/14,"Chris Coons for U.S. Senate, Inc.",09/29/14,10/02/14,"Campaign Group, The",Households,58,"$70,400.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2062032%20Rev%201%20%2814127069181752%29.pdf,2014-10-07 14:35:00,WPVI-TV,183.32 Kb,14127069181752,pdfs/14127069181752.pdf,txts/14127069181752.txt,no,ReportBuilder,,no,,187719 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct  7 13:53:03 2014,5
62032,2,9/30-10/6/14,09/30/14,10/06/14,"Chris Coons for U.S. Senate, Inc.",09/29/14,10/03/14,"Campaign Group, The",Households,58,"$70,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2062032%20Rev%202%20%2814127069241258%29.pdf,2014-10-07 14:35:00,WPVI-TV,183.30 Kb,14127069241258,pdfs/14127069241258.pdf,txts/14127069241258.txt,no,ReportBuilder,,no,,187701 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct  7 13:52:34 2014,5
62032,3,9/30-10/6/14,09/30/14,10/06/14,"Chris Coons for U.S. Senate, Inc.",09/29/14,10/07/14,"Campaign Group, The",Households,58,"$70,300.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2062032%20Rev%203%20%2814141644675542%29.pdf,2014-10-24 11:27:00,WPVI-TV,183.32 Kb,14141644675542,pdfs/14141644675542.pdf,txts/14141644675542.txt,no,ReportBuilder,,no,,187719 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 24 11:14:05 2014,5
62946,,10/7-10/13/14.,10/07/14,10/13/14,"Chris Coons for U.S. Senate, Inc.",10/06/14,10/06/14,"Campaign Group, The",Households,47,"$74,750.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2062946%20Rev%200%20%2814127069395496%29.pdf,2014-10-07 14:35:00,WPVI-TV,154.84 Kb,14127069395496,pdfs/14127069395496.pdf,txts/14127069395496.txt,no,ReportBuilder,,no,,158558 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct  7 14:05:02 2014,4
63672,,SENATE,10/14/14,10/27/14,"Chris Coons for U.S. Senate, Inc.",10/13/14,10/13/14,"Campaign Group, The",Adults 35+,37,"$47,950.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2063672%20Rev%200%20%2814132343043120%29.pdf,2014-10-13 17:05:00,WPVI-TV,152.80 Kb,14132343043120,pdfs/14132343043120.pdf,txts/14132343043120.txt,no,ReportBuilder,,no,,156467 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Oct 13 17:04:23 2014,4
63672,1,SENATE.,10/14/14,10/20/14,"Chris Coons for U.S. Senate, Inc.",10/13/14,10/16/14,"Campaign Group, The",Adults 35+,37,"$48,050.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2063672%20Rev%201%20%2814141644776109%29.pdf,2014-10-24 11:27:00,WPVI-TV,155.97 Kb,14141644776109,pdfs/14141644776109.pdf,txts/14141644776109.txt,no,ReportBuilder,,no,,159717 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 24 11:09:51 2014,4
64636,,SENATE,10/21/14,10/27/14,"Chris Coons for U.S. Senate, Inc.",10/20/14,10/20/14,"Campaign Group, The",Adults 35+,37,"$67,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2064636%20Rev%200%20%2814139234929243%29.pdf,2014-10-21 16:31:00,WPVI-TV,153.83 Kb,14139234929243,pdfs/14139234929243.pdf,txts/14139234929243.txt,no,ReportBuilder,,no,,157527 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 21 16:27:37 2014,4
64636,1,SENATE,10/21/14,10/27/14,"Chris Coons for U.S. Senate, Inc.",10/20/14,10/20/14,"Campaign Group, The",Adults 35+,37,"$67,500.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2064636%20Rev%201%20%2814139234984588%29.pdf,2014-10-21 16:31:00,WPVI-TV,153.85 Kb,14139234984588,pdfs/14139234984588.pdf,txts/14139234984588.txt,no,ReportBuilder,,no,,157538 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 21 16:28:04 2014,4
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2064636%20Rev%202%20%2814139235035424%29.pdf,2014-10-21 16:31:00,WPVI-TV,191.40 Kb,14139235035424,pdfs/14139235035424.pdf,txts/14139235035424.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,195993 bytes,yes,1.4,,792 x 612 pts (letter),Tue Oct 21 16:12:35 2014,2
64636,3,SENATE,10/21/14,10/27/14,"Chris Coons for U.S. Senate, Inc.",10/20/14,10/23/14,"Campaign Group, The",Adults 35+,37,"$67,700.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2064636%20Rev%203%20%2814141644878281%29.pdf,2014-10-24 11:28:00,WPVI-TV,153.85 Kb,14141644878281,pdfs/14141644878281.pdf,txts/14141644878281.txt,no,ReportBuilder,,no,,157540 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 24 11:07:36 2014,4
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Federal/US%20Senate/DE/Chris%20Coons%20For%20Senate/Chris%20Coons%20for%20Delaware%20Senate%2065311%20Rev%200%20%2814144444331594%29.pdf,2014-10-27 17:13:00,WPVI-TV,144.24 Kb,14144444331594,pdfs/14144444331594.pdf,txts/14144444331594.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,147698 bytes,yes,1.4,,792 x 612 pts (letter),Mon Oct 27 11:51:13 2014,2
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Local/OBrien%20and%20Garganio%20for%20Freeholders/Obrien%20and%20Garganio%20for%20Freeholder%2065294%20Rev%200%20%2814144439473692%29.pdf,2014-10-27 17:05:00,WPVI-TV,131.68 Kb,14144439473692,pdfs/14144439473692.pdf,txts/14144439473692.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,134843 bytes,yes,1.4,,792 x 612 pts (letter),Mon Oct 27 11:51:44 2014,2
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Local/OBrien%20and%20Garganio%20for%20Freeholders/Obrien%20and%20Garganio%20for%20Freeholder%2065294%20Rev%201%20%2814145283543904%29.pdf,2014-10-28 16:32:00,WPVI-TV,116.11 Kb,14145283543904,pdfs/14145283543904.pdf,txts/14145283543904.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,118897 bytes,yes,1.4,,792 x 612 pts (letter),Tue Oct 28 16:10:18 2014,1
65294,2,Burlington Cty Freeholders,10/25/14,11/03/14,Obrien and Garganio for Freeholder,10/24/14,10/29/14,"Chris Mottola Consulting, Inc.",Households,25,"$63,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Local/OBrien%20and%20Garganio%20for%20Freeholders/Obrien%20and%20Garganio%20for%20Freeholder%2065294%20Rev%202%20%2814147793120443%29.pdf,2014-10-31 14:15:00,WPVI-TV,154.31 Kb,14147793120443,pdfs/14147793120443.pdf,txts/14147793120443.txt,no,ReportBuilder,,no,,158010 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 14:01:52 2014,4
,,,,,,,,,,,,,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Local/Simmons%20Barns%20and%20Taliaferro%20for%20Freeholders/Simmons%20Barns%20and%20Taliaferro%20for%20Freeholder%2065293%20Rev%200%20%2814144440444995%29.pdf,2014-10-27 17:07:00,WPVI-TV,171.09 Kb,14144440444995,pdfs/14144440444995.pdf,txts/14144440444995.txt,no,Adobe PSL 1.1e for Canon,Canon iR-ADV 6055  PDF,no,,175200 bytes,yes,1.4,,792 x 612 pts (letter),Mon Oct 27 11:50:45 2014,2
65474,,AMERICAN ACTION NETWORK,10/28/14,11/03/14,"American Action Network, Inc.",10/27/14,10/27/14,"American Media & Advocacy Group, LLC",Adults 35+,70,"$202,000.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/American%20Action%20Network/American%20Action%20Network%2065474%20Rev%200%20%2814144455448789%29.pdf,2014-10-27 17:32:00,WPVI-TV,152.52 Kb,14144455448789,pdfs/14144455448789.pdf,txts/14144455448789.txt,no,ReportBuilder,,no,,156177 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 27 13:34:17 2014,4
44073,,API - TARGET 2014,04/28/14,05/07/14,American Petroleum Institute,05/02/14,05/02/14,"Strategic Media Services, Inc.",Adults 35+,34,"$70,800.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/American%20Petroleum%20Institute/American%20Petroleum%20Institute%2044073%20Rev%200%20%2813994121512162%29.pdf,2014-05-06 17:35:00,WPVI-TV,149.86 Kb,13994121512162,pdfs/13994121512162.pdf,txts/13994121512162.txt,no,ReportBuilder,,no,,153458 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon May  5 09:39:45 2014,4
44418,,API - TARGET 2014,05/05/14,05/13/14,American Petroleum Institute,05/07/14,05/07/14,"Strategic Media Services, Inc.",Adults 35+,40,"$98,100.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/American%20Petroleum%20Institute/American%20Petroleum%20Institute%2044418%20Rev%200%20%2814014655615493%29.pdf,2014-05-30 11:59:00,WPVI-TV,151.84 Kb,14014655615493,pdfs/14014655615493.pdf,txts/14014655615493.txt,no,ReportBuilder,,no,,155487 bytes,yes,1.3,,612 x 792.003 pts (letter),Thu May  8 09:38:28 2014,4
59851,,PA 8 ARS,09/19/14,10/02/14,Americans for Responsible Solutions,09/18/14,09/18/14,"Chris Mottola Consulting, Inc.",Adults 35+,10,"$35,000.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Americans%20for%20Responsible%20Solutions/Americans%20for%20Responsible%20Solutions%2059851%20Rev%200%20%2814110722713325%29.pdf,2014-09-18 16:31:00,WPVI-TV,126.77 Kb,14110722713325,pdfs/14110722713325.pdf,txts/14110722713325.txt,no,ReportBuilder,,no,,129809 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Sep 18 16:15:21 2014,3
59851,1,PA 8 ARS,09/19/14,10/02/14,Americans for Responsible Solutions,09/18/14,09/29/14,"Chris Mottola Consulting, Inc.",Adults 35+,10,"$35,000.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Americans%20for%20Responsible%20Solutions/Americans%20for%20Responsible%20Solutions%2059851%20Rev%201%20%2814126275184169%29.pdf,2014-10-06 16:31:00,WPVI-TV,129.74 Kb,14126275184169,pdfs/14126275184169.pdf,txts/14126275184169.txt,no,ReportBuilder,,no,,132857 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Oct  6 14:07:50 2014,3
44172,,BUILDING A BETTER PA,05/06/14,05/08/14,Building a Better PA,05/05/14,05/05/14,Screen Strategies Media,Adults 35+,17,"$43,800.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Building%20a%20Better%20PA/Building%20a%20better%20PA%2044172%20Rev%200%20%2813994121222882%29.pdf,2014-05-06 17:35:00,WPVI-TV,149.86 Kb,13994121222882,pdfs/13994121222882.pdf,txts/13994121222882.txt,no,ReportBuilder,,no,,153452 bytes,yes,1.3,,612 x 792.003 pts (letter),Tue May  6 08:57:59 2014,4
44498,,BUILDING A BETTER PA,05/09/14,05/13/14,Building a Better PA,05/08/14,05/08/14,Screen Strategies Media,Adults 35+,21,"$78,700.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Building%20a%20Better%20PA/Building%20a%20better%20PA%2044498%20Rev%200%20%2813996583101387%29.pdf,2014-05-09 13:58:00,WPVI-TV,151.83 Kb,13996583101387,pdfs/13996583101387.pdf,txts/13996583101387.txt,no,ReportBuilder,,no,,155475 bytes,yes,1.3,,612 x 792.003 pts (letter),Fri May  9 08:45:04 2014,4
44868,,BUILDING A BETTER PA,05/14/14,05/16/14,Building a Better PA,05/13/14,05/13/14,Screen Strategies Media,Adults 35+,10,"$28,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Building%20a%20Better%20PA/Building%20a%20better%20PA%2044868%20Rev%200%20%2814001005601670%29.pdf,2014-05-14 16:49:00,WPVI-TV,148.74 Kb,14001005601670,pdfs/14001005601670.pdf,txts/14001005601670.txt,no,ReportBuilder,,no,,152311 bytes,yes,1.3,,612 x 792.003 pts (letter),Wed May 14 11:53:15 2014,4
44868,1,BUILDING A BETTER PA,05/14/14,05/19/14,Building a Better PA,05/13/14,05/16/14,Screen Strategies Media,Adults 35+,17,"$46,000.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Building%20a%20Better%20PA/Building%20a%20better%20PA%2044868%20Rev%201%20%2814005298916604%29.pdf,2014-05-19 16:04:00,WPVI-TV,151.75 Kb,14005298916604,pdfs/14005298916604.pdf,txts/14005298916604.txt,no,ReportBuilder,,no,,155388 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon May 19 11:49:51 2014,4
64701,,NJ 03,10/21/14,10/27/14,Crossroads GPS,10/20/14,10/20/14,"Main Street Media Group, LLC",Adults 35+,47,"$113,600.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Crossroads%20GPS/Crossroads%20GPS%2064707%20Rev%200%20%2814139116619669%29.pdf,2014-10-21 13:14:00,WPVI-TV,152.65 Kb,14139116619669,pdfs/14139116619669.pdf,txts/14139116619669.txt,no,ReportBuilder,,no,,156309 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 20 16:54:38 2014,4
64657,,HOUSE MAJORITY PAC,10/21/14,10/26/14,House Majority PAC,10/20/14,10/20/14,Waterfront Strategies Inc.,Adults 35+,25,"$56,100.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/House%20Majority%20PAC/House%20Majority%20PAC%2064657%20Rev%200%20%2814139118832981%29.pdf,2014-10-21 13:18:00,WPVI-TV,152.51 Kb,14139118832981,pdfs/14139118832981.pdf,txts/14139118832981.txt,no,ReportBuilder,,no,,156166 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 20 14:28:15 2014,4
64657,1,HOUSE MAJORITY PAC,10/21/14,11/03/14,House Majority PAC,10/20/14,10/27/14,Waterfront Strategies Inc.,Adults 35+,55,"$132,250.00",CONTRACT,https://stations.fcc.gov/collect/files/8616/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/House%20Majority%20PAC/House%20Majority%20PAC%2064657%20Rev%201%20%2814144445327055%29.pdf,2014-10-27 17:15:00,WPVI-TV,182.08 Kb,14144445327055,pdfs/14144445327055.pdf,txts/14144445327055.txt,no,ReportBuilder,,no,,186455 bytes,yes,1.3,,612 x 792.003 pts (letter),Mon Oct 27 16:12:03 2014,5
