"This file contains political files uploaded by WCAU during the years 2014 as of 2014-11-19 23:03:16.352022. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is NBC TELEMUNDO LICENSE LLC. FCC records give the rfChannel as 34, virtualChannel as 10 and network affiiliate as NBC."
order_number,product,flight_date_start,flight_date_end,advertiser,original_date,revision_date,agency_name,demographic,spots,gross,contract_type,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
468788,MM-Q2 Philadelphia,05/05/14,05/25/14,MARJORIE MARGOLIES FOR US CONGRESS,05/22/14,05/22/14,JOE SLADE WHITE C/O HULSEN MEDIA,RA1849,12,"$13,725.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MARJORIE%20MARGOLIES%20FOR%20US%20CONGRESS/MARGOLIES%205%2D5%20%2D%20468788%2D%2D1%20%2814019048698634%29.pdf,2014-06-04 14:01:00,WCAU,26.99 Kb,14019048698634,pdfs/14019048698634.pdf,txts/14019048698634.txt,no,ReportBuilder,ReportBuilder,no,,27640 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:30:53 2014,2
468066,Candidate,05/07/14,05/10/14,MARJORIE MARGOLIES FOR US CONGRESS,05/22/14,05/22/14,JOE SLADE WHITE C/O HULSEN MEDIA,RA35+,12,"$14,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MARJORIE%20MARGOLIES%20FOR%20US%20CONGRESS/MARGOLIES%205%2D7%20%2D%20468066%2D%2D1%20%2814019048911151%29.pdf,2014-06-04 14:01:00,WCAU,17.44 Kb,14019048911151,pdfs/14019048911151.pdf,txts/14019048911151.txt,no,ReportBuilder,ReportBuilder,no,,17857 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:32:34 2014,1
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MARJORIE%20MARGOLIES%20FOR%20US%20CONGRESS/Margolies%20May14Inv%20468788%20%2814054527571132%29.pdf,2014-07-15 15:32:00,WCAU,33.97 Kb,14054527571132,pdfs/14054527571132.pdf,txts/14054527571132.txt,no,ReportBuilder,ReportBuilder,no,,34781 bytes,no,1.3,,792 x 612 pts (letter),Thu Jul 10 16:39:03 2014,3
468066,Candidate,05/07/14,05/10/14,MARJORIE MARGOLIES FOR US CONGRESS,05/06/14,05/06/14,JOE SLADE WHITE C/O HULSEN MEDIA,RA35+,12,"$14,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MARJORIE%20MARGOLIES%20FOR%20US%20CONGRESS/margolis%2057468066%2D%2D1%20%2813995862849912%29.pdf,2014-05-08 17:58:00,WCAU,17.29 Kb,13995862849912,pdfs/13995862849912.pdf,txts/13995862849912.txt,no,ReportBuilder,ReportBuilder,no,,17703 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May  6 13:00:01 2014,1
503600,TV,10/08/14,10/31/14,FITZPATRICK FOR CONGRESS,10/17/14,10/17/14,STRATEGIC MEDIA PLACEMENT,RA1849,97,"$144,125.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MIKE%20FITZPATRICK%20FOR%20CONGRESS/Fitzpatrick%204%20Cong503600%2D%2D1%20%2814139971502364%29.pdf,2014-10-22 12:59:00,WCAU,60.80 Kb,14139971502364,pdfs/14139971502364.pdf,txts/14139971502364.txt,no,ReportBuilder,ReportBuilder,no,,62263 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 17 17:30:30 2014,5
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/MIKE%20FITZPATRICK%20FOR%20CONGRESS/Mike%20Fitzpatrick%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20%2010%2D7%2D14%20%2814127000862585%29.pdf,2014-10-07 12:41:00,WCAU,1.29 Mb,14127000862585,pdfs/14127000862585.pdf,txts/14127000862585.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351463 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
507393,PA CD6,10/24/14,11/02/14,RYAN COSTELLO FOR CONGRESS,10/23/14,10/27/14,STRATEGIC MEDIA PLACEMENT,RA35+,11,"$9,500.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/RYAN%20COSTELLO%20FOR%20CONGRESS/Costello%2010%2D24%20%20507393%2D%2D1%20%2814146173531918%29.pdf,2014-10-29 17:15:00,WCAU,24.77 Kb,14146173531918,pdfs/14146173531918.pdf,txts/14146173531918.txt,no,ReportBuilder,,no,,25369 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 17:08:49 2014,2
508291,PA CD6,10/29/14,11/04/14,RYAN COSTELLO FOR CONGRESS,10/28/14,10/28/14,STRATEGIC MEDIA PLACEMENT,RA35+,19,"$15,925.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/RYAN%20COSTELLO%20FOR%20CONGRESS/Costello%2010%2D29%20%20508291%2D%2D1%20%2814146173671081%29.pdf,2014-10-29 17:16:00,WCAU,24.24 Kb,14146173671081,pdfs/14146173671081.pdf,txts/14146173671081.txt,no,ReportBuilder,,no,,24823 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 28 11:19:50 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/RYAN%20COSTELLO%20FOR%20CONGRESS/Ryan%20Costello%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20%2010%2D9%2D14%20%2814146173288625%29.pdf,2014-10-29 17:15:00,WCAU,1.29 Mb,14146173288625,pdfs/14146173288625.pdf,txts/14146173288625.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351264 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
504390,PA CD6,10/10/14,10/23/14,RYAN COSTELLO FOR CONGRESS,10/17/14,10/17/14,STRATEGIC MEDIA PLACEMENT,RA35+,27,"$35,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/RYAN%20COSTELLO%20FOR%20CONGRESS/Ryan%20Costello504390%2D%2D1%2014140107437646_%20%2814146176663346%29.pdf,2014-10-29 17:21:00,WCAU,31.56 Kb,14146176663346,pdfs/14146176663346.pdf,txts/14146176663346.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,32321 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 22 16:42:45 2014,2
507054,,10/22/14,10/26/14,TRIVEDI FOR CONGRESS,10/21/14,10/21/14,CANAL PARTNERS MEDIA,RA35+,14,"$10,050.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/TRIVEDI%20FOR%20CONGRESS/Trivedi%2010%2D22%20%20%20507054%2D%2D1%20%2814146871454098%29.pdf,2014-10-30 12:39:00,WCAU,21.80 Kb,14146871454098,pdfs/14146871454098.pdf,txts/14146871454098.txt,no,ReportBuilder,,no,,22322 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 21 16:49:39 2014,2
507678,General,10/27/14,11/04/14,TRIVEDI FOR CONGRESS,10/24/14,10/24/14,CANAL PARTNERS MEDIA,RA35+,38,"$29,575.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/TRIVEDI%20FOR%20CONGRESS/Trivedi%2010%2D27%20Revd%20%20507678%2D%2D1%20%2814146871567670%29.pdf,2014-10-30 12:39:00,WCAU,25.32 Kb,14146871567670,pdfs/14146871567670.pdf,txts/14146871567670.txt,no,ReportBuilder,,no,,25923 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 24 14:59:59 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/TRIVEDI%20FOR%20CONGRESS/Trivedi%20Candidate%20Certification%20%2814146871215027%29.pdf,2014-10-30 12:38:00,WCAU,3.30 Mb,14146871215027,pdfs/14146871215027.pdf,txts/14146871215027.txt,no,Adobe Photoshop for Macintosh -- Image Conversion Plug-in,,no,,3461549 bytes,yes,1.5,,612 x 841.68 pts,Mon Oct 20 17:59:36 2014,1
466021,Friends of Val Arkoosh PA CD 13,04/28/14,05/04/14,VALERIE ARKOOSH FOR CONGRESS,06/25/14,06/25/14,ADELSTEIN/LISTON,RA1849,29,"$59,275.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/VALERIE%20ARKOOSH%20FOR%20CONGRESS/Updated%20Arkoosh%20466021%20%2814037283487126%29.pdf,2014-06-25 16:32:00,WCAU,37.92 Kb,14037283487126,pdfs/14037283487126.pdf,txts/14037283487126.txt,no,ReportBuilder,ReportBuilder,no,,38831 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 16:31:37 2014,3
466138,FRIENDS OF VAL ARKOOSH,05/05/14,05/11/14,VALERIE ARKOOSH FOR CONGRESS,06/25/14,06/25/14,ADELSTEIN/LISTON,RA35+,17,"$24,225.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/VALERIE%20ARKOOSH%20FOR%20CONGRESS/Updated%20Arkoosh%20466138%20%2814037291668974%29.pdf,2014-06-25 16:46:00,WCAU,25.49 Kb,14037291668974,pdfs/14037291668974.pdf,txts/14037291668974.txt,no,ReportBuilder,ReportBuilder,no,,26102 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 16:44:50 2014,2
466898,Friends of Val Arkoosh,05/12/14,05/19/14,VALERIE ARKOOSH FOR CONGRESS,05/27/14,05/27/14,ADELSTEIN/LISTON,RA35+,41,"$71,350.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/VALERIE%20ARKOOSH%20FOR%20CONGRESS/Updated%20Arkoosh%20466898%2D%2D1%20%2814013049542450%29.pdf,2014-05-28 15:22:00,WCAU,39.30 Kb,14013049542450,pdfs/14013049542450.pdf,txts/14013049542450.txt,no,ReportBuilder,ReportBuilder,no,,40248 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 16:16:15 2014,3
467511,FRIENDS OF VAL ARKOOSH,05/05/14,05/11/14,VALERIE ARKOOSH FOR CONGRESS,06/25/14,06/25/14,ADELSTEIN/LISTON,RA35+,12,"$14,025.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20House/VALERIE%20ARKOOSH%20FOR%20CONGRESS/Updated%20Arkoosh%20467511%20%2814037278007867%29.pdf,2014-06-25 16:23:00,WCAU,24.90 Kb,14037278007867,pdfs/14037278007867.pdf,txts/14037278007867.txt,no,ReportBuilder,ReportBuilder,no,,25493 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 16:22:06 2014,2
503055,Senate,10/07/14,10/13/14,CHRIS COONS FOR DELAWARE,10/03/14,10/03/14,CAMPAIGN GROUP,RW35+,37,"$32,800.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/Chris%20Coons%2010_7503055%2D%2D1%20%2814123629071899%29.pdf,2014-10-03 15:01:00,WCAU,26.49 Kb,14123629071899,pdfs/14123629071899.pdf,txts/14123629071899.txt,no,ReportBuilder,ReportBuilder,no,,27126 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct  3 12:39:55 2014,2
505027,Senate,10/14/14,10/24/14,CHRIS COONS FOR DELAWARE,10/13/14,10/28/14,CAMPAIGN GROUP,RW35+,61,"$47,550.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/Chris%20Coons505027%2D%2D1%20%2814146777846954%29.pdf,2014-10-30 10:03:00,WCAU,43.57 Kb,14146777846954,pdfs/14146777846954.pdf,txts/14146777846954.txt,no,ReportBuilder,,no,,44612 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 09:56:08 2014,4
506668,Senate,10/21/14,11/01/14,CHRIS COONS FOR DELAWARE,10/27/14,10/27/14,CAMPAIGN GROUP,RW35+,42,"$33,950.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/Chris%20Coons506668%2D%2D1%20%2814146777935573%29.pdf,2014-10-30 10:03:00,WCAU,35.34 Kb,14146777935573,pdfs/14146777935573.pdf,txts/14146777935573.txt,no,ReportBuilder,,no,,36187 bytes,no,1.3,,612 x 792.003 pts (letter),Mon Oct 27 11:52:41 2014,3
507355,Senate,10/28/14,11/03/14,CHRIS COONS FOR DELAWARE,10/31/14,10/31/14,CAMPAIGN GROUP,RW35+,35,"$44,600.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/Chris%20Coons507355%2D%2D1%20%2814147905002876%29.pdf,2014-10-31 17:21:00,WCAU,43.59 Kb,14147905002876,pdfs/14147905002876.pdf,txts/14147905002876.txt,no,ReportBuilder,,no,,44635 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 14:45:18 2014,4
501334,Senate,09/30/14,10/11/14,CHRIS COONS FOR DELAWARE,10/07/14,10/07/14,CAMPAIGN GROUP,RW35+,43,"$32,350.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/Coons%20Revised%20%20501334%2D%2D1%20%2814127890767723%29.pdf,2014-10-08 13:24:00,WCAU,37.78 Kb,14127890767723,pdfs/14127890767723.pdf,txts/14127890767723.txt,no,ReportBuilder,ReportBuilder,no,,38682 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct  7 10:15:06 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/CHRIS%20COONS%20FOR%20DELAWARE/campaign%20group%20coons%20inquiry%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%20%2814120282268989%29.pdf,2014-09-29 18:03:00,WCAU,1.29 Mb,14120282268989,pdfs/14120282268989.pdf,txts/14120282268989.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351585 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
505105,,10/14/14,10/26/14,TOM MCGARRIGLE FOR SENATE,10/21/14,10/21/14,STRATEGIC MEDIA PLACEMENT,RA35+,63,"$84,100.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/TOM%20MCGARRIGLE%20FOR%20SENATE/McGarrigle%20Rebate%20%20505105%2D%2D1%20%2814140036818470%29.pdf,2014-10-22 14:48:00,WCAU,39.87 Kb,14140036818470,pdfs/14140036818470.pdf,txts/14140036818470.txt,no,ReportBuilder,,no,,40826 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 21 14:22:12 2014,4
497391,,09/16/14,09/18/14,TOM MCGARRIGLE FOR SENATE,09/16/14,09/16/14,STRATEGIC MEDIA PLACEMENT,RA1849,4,"$4,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle%20E3951497391%2D%2D1%20%2814127010253481%29.pdf,2014-10-07 12:57:00,WCAU,19.22 Kb,14127010253481,pdfs/14127010253481.pdf,txts/14127010253481.txt,no,ReportBuilder,ReportBuilder,no,,19684 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Sep 17 10:44:56 2014,1
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Federal/US%20Senate/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle%20R%20for%20Seante%209%2D15%2D14%20NBCOTS%20Political%20Inquiry%20Record%20%20%2D%20V3%20%2814127009672193%29.pdf,2014-10-07 12:56:00,WCAU,1.29 Mb,14127009672193,pdfs/14127009672193.pdf,txts/14127009672193.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351167 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
507666,Freeholders,10/25/14,11/03/14,,,,CHRIS MOTTOLA CONSULTING,RA35+,20,"$25,975.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/ELECTION%20FUND%20OF%20GARGANIO%20AND%20OBRIEN/Garganio%20%20OBrien507666%2D%2D1%20%2814146853305229%29.pdf,2014-10-30 12:08:00,WCAU,32.02 Kb,14146853305229,pdfs/14146853305229.pdf,txts/14146853305229.txt,no,ReportBuilder,,no,,32786 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 11:51:25 2014,3
508297,Freeholders,10/28/14,11/04/14,,,,CHRIS MOTTOLA CONSULTING,RA35+,95,"$114,725.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/ELECTION%20FUND%20OF%20GARGANIO%20AND%20OBRIEN/Garganio%20%20OBrien508297%2D%2D1%20%2814150255100169%29.pdf,2014-11-03 09:38:00,WCAU,98.43 Kb,14150255100169,pdfs/14150255100169.pdf,txts/14150255100169.txt,no,ReportBuilder,,no,,100789 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 14:53:51 2014,10
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/ELECTION%20FUND%20OF%20GARGANIO%20AND%20OBRIEN/NAB%20Garganio%20%20OBrien%20%2814146808489583%29.pdf,2014-10-30 10:54:00,WCAU,124.47 Kb,14146808489583,pdfs/14146808489583.pdf,txts/14146808489583.txt,no,Adobe PSL 1.2e for Canon,Canon iR-ADV 6255  PDF,no,,127457 bytes,yes,1.4,,612 x 792 pts (letter),Thu Oct 30 10:57:12 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/ELECTION%20FUND%20OF%20GARGANIO%20AND%20OBRIEN/chris%20mattola%20efo%20of%20garganio%20and%20obrien%20inquiry%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%20%2814146800801449%29.pdf,2014-10-30 10:41:00,WCAU,1.30 Mb,14146800801449,pdfs/14146800801449.pdf,txts/14146800801449.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1365824 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/SIMMONS%20TALIFERRO%20AND%20BARNES%204%20FREEHOLDER/NAB%20Simmons%20Taliferro%20Barnes%20%2814146822368458%29.pdf,2014-10-30 11:17:00,WCAU,77.87 Kb,14146822368458,pdfs/14146822368458.pdf,txts/14146822368458.txt,yes,Adobe Acrobat 9.55 Paper Capture Plug-in,CanoScan LiDE 200,no,,79737 bytes,yes,1.6,,611.04 x 841.2 pts,Thu Oct 23 11:43:29 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Local/SIMMONS%20TALIFERRO%20AND%20BARNES%204%20FREEHOLDER/campaign%20group%20simmons%20taliaferr%20barnes%20s%20inquiry%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%20%2814146822263402%29.pdf,2014-10-30 11:17:00,WCAU,1.29 Mb,14146822263402,pdfs/14146822263402.pdf,txts/14146822263402.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351779 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/AAN%20PB%20Yes%20%2814146164585902%29.pdf,2014-10-29 17:00:00,WCAU,684.32 Kb,14146164585902,pdfs/14146164585902.pdf,txts/14146164585902.txt,no,,,no,,700743 bytes,no,1.4,,612 x 792 pts (letter),,4
503902,NJ03,10/28/14,11/03/14,AMERICAN ACTION NETWORK,10/08/14,10/27/14,AMERICAN MEDIA & ADVOCACY GROUP,RA35+,98,"$136,950.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/American%20Action%20Net503902%2D%2D1%20%2814146149481616%29.pdf,2014-10-29 16:35:00,WCAU,65.93 Kb,14146149481616,pdfs/14146149481616.pdf,txts/14146149481616.txt,no,ReportBuilder,,no,,67511 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 16:29:24 2014,6
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/american%20media%20advocacy%20american%20action%20network%20%20Inquiry%20%2814127895787780%29.pdf,2014-10-08 13:32:00,WCAU,608.70 Kb,14127895787780,pdfs/14127895787780.pdf,txts/14127895787780.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,623308 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
468353,,05/08/14,05/13/14,AMERICAN PETROLEUM INSTITUTE,05/07/14,05/27/14,STRATEGIC MEDIA SERVICES,RA1849,35,"$31,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/API%20UPDATED%20%20468353%2D%2D1%20%2814020918958682%29.pdf,2014-06-06 17:58:00,WCAU,37.52 Kb,14020918958682,pdfs/14020918958682.pdf,txts/14020918958682.txt,no,ReportBuilder,ReportBuilder,no,,38424 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Jun  6 17:57:59 2014,3
467590,,05/03/14,05/07/14,AMERICAN PETROLEUM INSTITUTE,05/27/14,05/27/14,STRATEGIC MEDIA SERVICES,RA1849,30,"$29,875.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/API%20Updated467590%2D%2D1%20%2814020917901329%29.pdf,2014-06-06 17:56:00,WCAU,28.08 Kb,14020917901329,pdfs/14020917901329.pdf,txts/14020917901329.txt,no,ReportBuilder,ReportBuilder,no,,28749 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 18:11:06 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/PI%20API%20%2814036205911959%29.pdf,2014-06-24 10:36:00,WCAU,57.54 Kb,14036205911959,pdfs/14036205911959.pdf,txts/14036205911959.txt,no,Adobe PSL 1.2e for Canon,Canon iR-ADV 6255  PDF,no,,58921 bytes,yes,1.4,,612 x 792 pts (letter),Tue Jun 24 10:32:30 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Americans%20For%20Responsible%20Solutions/ARS%20Political%20Inquiry%20%2814111395482076%29.pdf,2014-09-19 11:12:00,WCAU,596.55 Kb,14111395482076,pdfs/14111395482076.pdf,txts/14111395482076.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,610872 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Tue May 27 14:39:33 2014,2
498090,PA 8,09/19/14,10/02/14,,,,CHRIS MOTTOLA CONSULTING,RA35+,10,"$26,750.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/Americans%20For%20Responsible%20Solutions/Amer%204%20Responsible%20498090%2D%2D1%20%2814146156910157%29.pdf,2014-10-29 16:48:00,WCAU,16.21 Kb,14146156910157,pdfs/14146156910157.pdf,txts/14146156910157.txt,no,ReportBuilder,,no,,16599 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 16:47:46 2014,1
467866,Primary,05/06/14,05/08/14,BUILDING A BETTER PA,05/05/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,14,"$14,700.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/BB%20PA%20UPDATED%20%20467866%2D%2D1%20%2814020922043693%29.pdf,2014-06-06 18:03:00,WCAU,26.39 Kb,14020922043693,pdfs/14020922043693.pdf,txts/14020922043693.txt,no,ReportBuilder,ReportBuilder,no,,27021 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Jun  6 18:03:00 2014,2
468426,Primary,05/09/14,05/13/14,BUILDING A BETTER PA,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA35+,19,"$24,750.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/BB%20PA%20Updated%20%20468426%2D%2D1%20%2814020919826500%29.pdf,2014-06-06 17:59:00,WCAU,29.12 Kb,14020919826500,pdfs/14020919826500.pdf,txts/14020919826500.txt,no,ReportBuilder,ReportBuilder,no,,29818 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 18:20:28 2014,2
469195,Primary,05/14/14,05/16/14,BUILDING A BETTER PA,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA35+,7,"$9,150.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/BB%20PA%20Updated%20%20469195%2D%2D1%20%2814020920064851%29.pdf,2014-06-06 18:00:00,WCAU,17.70 Kb,14020920064851,pdfs/14020920064851.pdf,txts/14020920064851.txt,no,ReportBuilder,ReportBuilder,no,,18121 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 18:18:33 2014,1
470045,Primary,05/18/14,05/19/14,BUILDING A BETTER PA,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA35+,4,"$8,700.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/BUILDING%20A%20BETTER%20PA/BB%20PA%20Updated%20%20470045%2D%2D1%20%2814020920279020%29.pdf,2014-06-06 18:00:00,WCAU,16.59 Kb,14020920279020,pdfs/14020920279020.pdf,txts/14020920279020.txt,no,ReportBuilder,ReportBuilder,no,,16990 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 18:15:07 2014,1
